FlightID,AirlineID,AircraftID,DepartureLocationID,ArrivalLocationID,DepartureTime,ArrivalTime,FlightDuration,PassengerCount
302,4,2,7,8,2025-01-16 19:07:15.076709,2025-01-16 21:07:15.076709,2,72
303,2,2,2,6,2024-11-22 19:07:15.076715,2024-11-22 22:07:15.076715,3,252
304,5,3,2,2,2024-07-26 19:07:15.076721,2024-07-27 07:07:15.076721,12,289
305,5,1,1,2,2024-11-05 19:07:15.076728,2024-11-06 00:07:15.076728,5,213
306,6,2,6,3,2024-07-17 19:07:15.076734,2024-07-18 01:07:15.076734,6,122
307,5,3,2,2,2024-05-18 19:07:15.076740,2024-05-19 00:07:15.076740,5,260
308,5,4,8,5,2024-05-26 19:07:15.076747,2024-05-27 01:07:15.076747,6,274
309,2,4,2,8,2025-02-18 19:07:15.076754,2025-02-19 07:07:15.076754,12,295
310,6,3,4,4,2024-05-02 19:07:15.076761,2024-05-02 23:07:15.076761,4,196
311,3,4,3,8,2024-08-23 19:07:15.076768,2024-08-23 20:07:15.076768,1,249
312,3,1,6,7,2024-08-16 19:07:15.076774,2024-08-17 01:07:15.076774,6,291
313,6,1,7,7,2025-03-31 19:07:15.076780,2025-04-01 03:07:15.076780,8,185
314,5,1,4,7,2024-04-26 19:07:15.076787,2024-04-27 03:07:15.076787,8,246
315,1,4,4,3,2024-11-11 19:07:15.076793,2024-11-12 07:07:15.076793,12,219
316,1,4,6,5,2024-08-01 19:07:15.076799,2024-08-02 01:07:15.076799,6,142
317,5,4,4,6,2025-01-22 19:07:15.076805,2025-01-22 20:07:15.076805,1,242
318,5,1,2,3,2025-03-11 19:07:15.076812,2025-03-12 00:07:15.076812,5,63
319,4,1,6,1,2024-11-06 19:07:15.076818,2024-11-07 07:07:15.076818,12,239
320,4,1,8,6,2025-02-01 19:07:15.076825,2025-02-02 00:07:15.076825,5,211
321,4,4,7,3,2024-10-20 19:07:15.076831,2024-10-20 20:07:15.076831,1,99
322,6,4,4,6,2025-04-13 19:07:15.076838,2025-04-14 04:07:15.076838,9,284
323,1,1,8,6,2025-02-03 19:07:15.076844,2025-02-04 03:07:15.076844,8,125
324,3,1,7,2,2025-01-27 19:07:15.076850,2025-01-28 01:07:15.076850,6,187
325,2,4,8,4,2024-12-07 19:07:15.076857,2024-12-08 04:07:15.076857,9,269
326,4,1,1,1,2025-01-24 19:07:15.076864,2025-01-24 21:07:15.076864,2,132
327,5,2,6,3,2025-03-25 19:07:15.076870,2025-03-26 03:07:15.076870,8,257
328,1,4,7,3,2025-03-11 19:07:15.076876,2025-03-11 21:07:15.076876,2,92
329,6,2,2,1,2024-10-30 19:07:15.076882,2024-10-31 00:07:15.076882,5,300
330,4,4,2,7,2024-05-05 19:07:15.076889,2024-05-06 03:07:15.076889,8,252
331,1,1,2,8,2024-11-14 19:07:15.076895,2024-11-15 00:07:15.076895,5,279
332,6,4,8,8,2024-04-30 19:07:15.076901,2024-05-01 04:07:15.076901,9,104
333,1,4,2,5,2024-10-07 19:07:15.076908,2024-10-07 23:07:15.076908,4,180
334,4,4,4,8,2025-04-07 19:07:15.076914,2025-04-08 06:07:15.076914,11,100
335,6,4,1,2,2024-07-05 19:07:15.076920,2024-07-06 04:07:15.076920,9,248
336,5,4,1,4,2024-10-28 19:07:15.076927,2024-10-29 00:07:15.076927,5,105
337,1,1,8,6,2024-05-18 19:07:15.076933,2024-05-18 22:07:15.076933,3,265
338,1,3,6,6,2024-07-17 19:07:15.076940,2024-07-17 21:07:15.076940,2,293
339,1,1,7,6,2024-11-21 19:07:15.076946,2024-11-21 21:07:15.076946,2,126
340,6,4,4,8,2024-09-07 19:07:15.076953,2024-09-08 00:07:15.076953,5,148
341,5,2,4,8,2024-09-02 19:07:15.076959,2024-09-02 21:07:15.076959,2,258
342,5,4,1,3,2024-09-14 19:07:15.076966,2024-09-14 21:07:15.076966,2,66
343,6,4,1,4,2024-07-06 19:07:15.076972,2024-07-07 07:07:15.076972,12,92
344,1,3,8,2,2025-02-12 19:07:15.076979,2025-02-13 03:07:15.076979,8,261
345,2,1,5,1,2025-04-02 19:07:15.076985,2025-04-03 07:07:15.076985,12,195
346,4,1,2,2,2024-12-26 19:07:15.076992,2024-12-27 03:07:15.076992,8,102
347,3,1,1,5,2025-01-26 19:07:15.076998,2025-01-27 06:07:15.076998,11,204
348,3,4,3,2,2025-02-10 19:07:15.077004,2025-02-10 21:07:15.077004,2,55
349,3,1,3,6,2025-04-15 19:07:15.077010,2025-04-16 01:07:15.077010,6,169
350,3,2,6,6,2024-08-08 19:07:15.077016,2024-08-09 07:07:15.077016,12,164
351,4,1,5,6,2025-01-22 19:07:15.077024,2025-01-22 21:07:15.077024,2,191
352,3,1,2,4,2024-09-15 19:07:15.077030,2024-09-15 22:07:15.077030,3,187
353,1,1,7,7,2024-10-25 19:07:15.077036,2024-10-26 06:07:15.077036,11,125
354,1,3,2,3,2024-07-08 19:07:15.077044,2024-07-09 04:07:15.077044,9,101
355,4,3,3,4,2024-09-19 19:07:15.077051,2024-09-19 23:07:15.077051,4,280
356,6,3,7,8,2025-03-15 19:07:15.077057,2025-03-15 22:07:15.077057,3,266
357,4,4,6,2,2024-09-12 19:07:15.077063,2024-09-13 02:07:15.077063,7,61
358,6,1,5,7,2024-09-27 19:07:15.077069,2024-09-27 20:07:15.077069,1,133
359,3,2,3,4,2024-12-25 19:07:15.077075,2024-12-26 05:07:15.077075,10,153
360,5,3,6,3,2025-01-15 19:07:15.077082,2025-01-16 05:07:15.077082,10,230
361,4,2,6,8,2024-07-10 19:07:15.077088,2024-07-11 01:07:15.077088,6,219
362,3,4,2,4,2024-09-27 19:07:15.077094,2024-09-27 20:07:15.077094,1,111
363,5,4,7,6,2024-05-24 19:07:15.077100,2024-05-25 06:07:15.077100,11,116
364,1,1,5,8,2024-11-26 19:07:15.077107,2024-11-27 04:07:15.077107,9,71
365,4,2,4,7,2024-06-20 19:07:15.077113,2024-06-21 06:07:15.077113,11,190
366,3,2,6,4,2025-03-03 19:07:15.077119,2025-03-03 20:07:15.077119,1,172
367,6,3,3,2,2024-09-02 19:07:15.077126,2024-09-03 05:07:15.077126,10,89
368,1,3,3,8,2025-03-28 19:07:15.077133,2025-03-29 07:07:15.077133,12,141
369,5,3,2,5,2024-05-20 19:07:15.077143,2024-05-21 05:07:15.077143,10,164
370,1,1,1,2,2024-10-07 19:07:15.077154,2024-10-07 20:07:15.077154,1,263
371,3,2,3,8,2024-06-10 19:07:15.077165,2024-06-11 00:07:15.077165,5,180
372,1,4,3,1,2024-11-29 19:07:15.077176,2024-11-30 02:07:15.077176,7,272
373,3,3,4,6,2025-01-08 19:07:15.077182,2025-01-08 20:07:15.077182,1,152
374,3,2,8,3,2025-02-06 19:07:15.077188,2025-02-07 04:07:15.077188,9,188
375,5,4,6,3,2024-10-03 19:07:15.077194,2024-10-04 01:07:15.077194,6,137
376,4,1,6,3,2024-12-14 19:07:15.077200,2024-12-15 01:07:15.077200,6,221
377,5,1,2,3,2024-11-02 19:07:15.077207,2024-11-03 02:07:15.077207,7,139
378,4,3,1,4,2024-04-28 19:07:15.077213,2024-04-28 21:07:15.077213,2,145
379,5,3,6,5,2024-05-18 19:07:15.077219,2024-05-18 23:07:15.077219,4,185
380,4,2,3,6,2024-06-24 19:07:15.077226,2024-06-25 07:07:15.077226,12,258
381,2,3,8,8,2024-12-02 19:07:15.077233,2024-12-02 21:07:15.077233,2,274
382,6,3,3,7,2025-04-04 19:07:15.077239,2025-04-04 20:07:15.077239,1,263
383,2,4,8,5,2024-10-12 19:07:15.077247,2024-10-12 21:07:15.077247,2,187
384,4,4,8,3,2024-06-27 19:07:15.077253,2024-06-28 01:07:15.077253,6,104
385,1,3,3,3,2024-06-28 19:07:15.077263,2024-06-28 22:07:15.077263,3,214
386,4,4,2,8,2025-01-29 19:07:15.077274,2025-01-29 22:07:15.077274,3,68
387,6,3,4,5,2024-12-06 19:07:15.077285,2024-12-07 02:07:15.077285,7,78
388,2,4,6,4,2025-02-28 19:07:15.077304,2025-03-01 07:07:15.077304,12,121
389,2,1,3,4,2024-06-11 19:07:15.077310,2024-06-12 04:07:15.077310,9,150
390,6,1,2,8,2025-03-08 19:07:15.077317,2025-03-08 22:07:15.077317,3,252
391,6,2,7,1,2024-11-13 19:07:15.077324,2024-11-13 21:07:15.077324,2,142
392,3,3,6,1,2024-10-20 19:07:15.077330,2024-10-21 01:07:15.077330,6,67
393,1,4,8,8,2024-06-16 19:07:15.077336,2024-06-17 03:07:15.077336,8,79
394,5,2,3,1,2024-11-21 19:07:15.077343,2024-11-22 03:07:15.077343,8,217
395,4,4,4,1,2024-09-14 19:07:15.077349,2024-09-15 06:07:15.077349,11,186
396,1,4,2,1,2024-07-21 19:07:15.077355,2024-07-21 20:07:15.077355,1,194
397,4,2,3,6,2024-05-22 19:07:15.077361,2024-05-23 05:07:15.077361,10,161
398,1,1,5,4,2024-10-12 19:07:15.077369,2024-10-13 02:07:15.077369,7,207
399,1,2,1,7,2024-12-10 19:07:15.077375,2024-12-10 22:07:15.077375,3,134
400,4,3,2,8,2024-04-26 19:07:15.077381,2024-04-26 22:07:15.077381,3,197
401,3,3,6,3,2024-11-17 19:07:15.077387,2024-11-18 01:07:15.077387,6,252
402,1,1,8,5,2025-03-23 19:07:15.077396,2025-03-24 00:07:15.077396,5,68
403,6,2,4,8,2024-06-23 19:07:15.077402,2024-06-23 20:07:15.077402,1,284
404,5,1,2,1,2025-04-11 19:07:15.077408,2025-04-12 02:07:15.077408,7,216
405,6,4,3,1,2025-01-08 19:07:15.077415,2025-01-09 00:07:15.077415,5,178
406,3,2,4,3,2025-03-28 19:07:15.077421,2025-03-28 23:07:15.077421,4,89
407,3,3,4,1,2024-09-30 19:07:15.077427,2024-10-01 02:07:15.077427,7,297
408,1,3,8,8,2025-04-08 19:07:15.077434,2025-04-08 22:07:15.077434,3,188
409,2,2,1,4,2024-09-15 19:07:15.077440,2024-09-15 21:07:15.077440,2,243
410,5,2,6,8,2025-01-29 19:07:15.077447,2025-01-29 20:07:15.077447,1,293
411,1,4,2,3,2024-07-04 19:07:15.077453,2024-07-05 00:07:15.077453,5,279
412,1,3,4,8,2024-07-26 19:07:15.077459,2024-07-26 20:07:15.077459,1,222
413,4,4,4,3,2024-06-28 19:07:15.077465,2024-06-29 05:07:15.077465,10,88
414,3,3,3,2,2024-06-06 19:07:15.077472,2024-06-07 03:07:15.077472,8,78
415,3,4,5,1,2024-05-02 19:07:15.077478,2024-05-02 21:07:15.077478,2,160
416,3,2,7,8,2024-04-21 19:07:15.077486,2024-04-21 22:07:15.077486,3,195
417,2,2,8,4,2024-04-28 19:07:15.077492,2024-04-29 04:07:15.077492,9,155
418,6,3,5,2,2025-03-30 19:07:15.077498,2025-03-30 22:07:15.077498,3,248
419,4,4,2,1,2024-12-11 19:07:15.077504,2024-12-11 23:07:15.077504,4,79
420,4,4,8,4,2024-05-31 19:07:15.077510,2024-06-01 02:07:15.077510,7,142
421,1,4,5,7,2024-06-19 19:07:15.077516,2024-06-20 03:07:15.077516,8,197
422,5,3,6,3,2025-02-01 19:07:15.077523,2025-02-02 03:07:15.077523,8,219
423,6,2,2,7,2024-07-23 19:07:15.077530,2024-07-24 00:07:15.077530,5,284
424,1,1,6,3,2025-01-27 19:07:15.077536,2025-01-28 00:07:15.077536,5,128
425,6,2,5,1,2025-04-08 19:07:15.077542,2025-04-09 04:07:15.077542,9,157
426,5,3,1,8,2024-05-27 19:07:15.077549,2024-05-28 06:07:15.077549,11,91
427,1,3,4,3,2024-07-14 19:07:15.077556,2024-07-15 02:07:15.077556,7,284
428,4,3,4,5,2024-10-24 19:07:15.077562,2024-10-25 01:07:15.077562,6,121
429,6,2,1,4,2024-10-21 19:07:15.077568,2024-10-21 23:07:15.077568,4,159
430,4,2,3,2,2025-01-07 19:07:15.077575,2025-01-08 06:07:15.077575,11,277
431,1,3,3,8,2024-07-31 19:07:15.077582,2024-08-01 07:07:15.077582,12,185
432,6,2,6,2,2025-02-20 19:07:15.077589,2025-02-21 06:07:15.077589,11,293
433,6,1,1,8,2024-12-26 19:07:15.077595,2024-12-27 01:07:15.077595,6,145
434,3,1,2,5,2025-02-23 19:07:15.077601,2025-02-23 20:07:15.077601,1,102
435,3,2,2,2,2025-03-24 19:07:15.077608,2025-03-25 00:07:15.077608,5,265
436,2,4,1,3,2024-05-08 19:07:15.077614,2024-05-09 04:07:15.077614,9,226
437,3,1,1,7,2024-08-01 19:07:15.077622,2024-08-02 00:07:15.077622,5,189
438,4,1,2,1,2025-02-07 19:07:15.077628,2025-02-07 22:07:15.077628,3,219
439,1,1,2,4,2025-03-28 19:07:15.077635,2025-03-29 07:07:15.077635,12,170
440,6,4,1,3,2025-02-06 19:07:15.077641,2025-02-06 23:07:15.077641,4,179
441,4,4,3,7,2024-04-25 19:07:15.077647,2024-04-26 04:07:15.077647,9,263
442,6,2,5,2,2025-03-12 19:07:15.077653,2025-03-13 04:07:15.077653,9,144
443,2,3,2,4,2024-05-25 19:07:15.077660,2024-05-26 07:07:15.077660,12,75
444,6,2,5,5,2024-11-11 19:07:15.077666,2024-11-11 22:07:15.077666,3,156
445,6,1,6,2,2024-08-30 19:07:15.077672,2024-08-31 02:07:15.077672,7,298
446,2,3,8,8,2024-09-16 19:07:15.077678,2024-09-16 21:07:15.077678,2,278
447,4,2,7,5,2024-12-04 19:07:15.077684,2024-12-04 21:07:15.077684,2,88
448,1,3,6,7,2025-02-20 19:07:15.077690,2025-02-20 20:07:15.077690,1,254
449,6,3,1,7,2024-05-14 19:07:15.077697,2024-05-15 05:07:15.077697,10,183
450,4,2,8,3,2024-10-29 19:07:15.077703,2024-10-30 05:07:15.077703,10,83
451,1,3,1,5,2024-04-26 19:07:15.077709,2024-04-27 01:07:15.077709,6,121
452,3,2,3,1,2025-04-03 19:07:15.077715,2025-04-04 05:07:15.077715,10,55
453,2,2,2,4,2024-08-30 19:07:15.077722,2024-08-31 04:07:15.077722,9,145
454,3,1,1,4,2025-04-06 19:07:15.077729,2025-04-07 01:07:15.077729,6,155
455,2,1,2,4,2025-04-04 19:07:15.077735,2025-04-05 02:07:15.077735,7,247
456,1,2,6,4,2024-11-04 19:07:15.077743,2024-11-05 07:07:15.077743,12,165
457,5,2,1,3,2024-08-17 19:07:15.077749,2024-08-17 22:07:15.077749,3,74
458,3,2,7,6,2024-10-22 19:07:15.077756,2024-10-23 01:07:15.077756,6,248
459,2,4,8,1,2024-10-25 19:07:15.077763,2024-10-25 23:07:15.077763,4,289
460,3,4,3,2,2024-07-28 19:07:15.077769,2024-07-29 06:07:15.077769,11,228
461,1,1,5,8,2024-10-26 19:07:15.077775,2024-10-27 02:07:15.077775,7,203
462,3,3,6,6,2024-08-13 19:07:15.077781,2024-08-14 07:07:15.077781,12,51
463,5,2,7,4,2025-03-30 19:07:15.077787,2025-03-31 05:07:15.077787,10,67
464,1,1,8,6,2024-04-24 19:07:15.077794,2024-04-25 04:07:15.077794,9,288
465,6,4,4,6,2024-09-26 19:07:15.077801,2024-09-27 07:07:15.077801,12,253
466,2,4,3,7,2024-12-01 19:07:15.077807,2024-12-02 06:07:15.077807,11,205
467,1,1,8,7,2024-04-25 19:07:15.077813,2024-04-25 21:07:15.077813,2,292
468,3,3,6,7,2024-10-25 19:07:15.077820,2024-10-26 00:07:15.077820,5,270
469,3,1,8,6,2024-08-27 19:07:15.077826,2024-08-27 22:07:15.077826,3,148
470,2,4,1,4,2024-06-29 19:07:15.077833,2024-06-30 04:07:15.077833,9,254
471,4,2,2,6,2024-11-30 19:07:15.077839,2024-11-30 22:07:15.077839,3,60
472,2,4,2,3,2024-07-16 19:07:15.077845,2024-07-17 02:07:15.077845,7,259
473,3,2,4,4,2024-12-08 19:07:15.077851,2024-12-09 04:07:15.077851,9,101
474,2,3,3,3,2025-04-12 19:07:15.077857,2025-04-13 03:07:15.077857,8,116
475,4,1,6,2,2024-10-14 19:07:15.077863,2024-10-14 22:07:15.077863,3,94
476,6,3,7,4,2025-04-02 19:07:15.077870,2025-04-02 20:07:15.077870,1,259
477,1,3,7,7,2024-09-04 19:07:15.077876,2024-09-05 00:07:15.077876,5,268
478,6,3,4,3,2024-12-20 19:07:15.077883,2024-12-20 22:07:15.077883,3,153
479,3,3,1,4,2025-03-16 19:07:15.077889,2025-03-17 05:07:15.077889,10,290
480,5,1,4,8,2024-09-17 19:07:15.077895,2024-09-17 21:07:15.077895,2,236
481,2,2,3,2,2025-02-13 19:07:15.077902,2025-02-14 06:07:15.077902,11,296
482,6,1,5,8,2024-12-06 19:07:15.077908,2024-12-07 03:07:15.077908,8,81
483,6,4,2,8,2024-05-29 19:07:15.077915,2024-05-29 21:07:15.077915,2,89
484,1,1,5,3,2024-05-15 19:07:15.077923,2024-05-16 06:07:15.077923,11,75
485,2,2,8,3,2024-11-21 19:07:15.077929,2024-11-22 02:07:15.077929,7,242
486,4,3,3,4,2024-08-12 19:07:15.077936,2024-08-13 02:07:15.077936,7,151
487,6,1,2,5,2024-10-27 19:07:15.077943,2024-10-27 20:07:15.077943,1,88
488,4,3,2,8,2024-08-25 19:07:15.077949,2024-08-26 07:07:15.077949,12,226
489,1,4,1,2,2025-03-19 19:07:15.077956,2025-03-19 23:07:15.077956,4,95
490,1,1,7,2,2024-05-19 19:07:15.077962,2024-05-20 02:07:15.077962,7,160
491,5,4,4,7,2024-08-21 19:07:15.077968,2024-08-22 05:07:15.077968,10,143
492,5,4,3,5,2024-10-08 19:07:15.077974,2024-10-08 22:07:15.077974,3,103
493,5,4,1,2,2024-05-05 19:07:15.077980,2024-05-06 07:07:15.077980,12,265
494,6,2,8,8,2024-07-10 19:07:15.077987,2024-07-11 00:07:15.077987,5,289
495,6,1,8,5,2024-05-13 19:07:15.077993,2024-05-14 01:07:15.077993,6,291
496,2,3,2,5,2025-02-22 19:07:15.077999,2025-02-22 22:07:15.077999,3,192
497,3,3,3,7,2025-01-08 19:07:15.078006,2025-01-09 00:07:15.078006,5,275
498,5,2,3,8,2025-01-17 19:07:15.078012,2025-01-17 21:07:15.078012,2,113
499,2,4,8,1,2024-11-21 19:07:15.078018,2024-11-22 03:07:15.078018,8,51
500,2,2,4,6,2024-07-14 19:07:15.078030,2024-07-14 20:07:15.078030,1,121
501,5,1,3,1,2024-08-21 19:07:15.078036,2024-08-22 07:07:15.078036,12,186
502,1,1,5,5,2025-01-08 19:07:15.078042,2025-01-09 06:07:15.078042,11,129
503,5,1,5,6,2024-09-20 19:07:15.078049,2024-09-20 21:07:15.078049,2,284
504,5,2,8,3,2025-01-31 19:07:15.078055,2025-02-01 05:07:15.078055,10,74
505,2,3,2,8,2024-05-16 19:07:15.078063,2024-05-16 20:07:15.078063,1,54
506,1,1,1,1,2024-08-26 19:07:15.078069,2024-08-27 07:07:15.078069,12,276
507,3,4,3,6,2024-05-16 19:07:15.078075,2024-05-16 23:07:15.078075,4,262
508,1,4,4,6,2024-11-08 19:07:15.078082,2024-11-09 00:07:15.078082,5,228
509,1,2,5,3,2024-10-27 19:07:15.078088,2024-10-28 02:07:15.078088,7,262
510,3,4,5,4,2024-05-14 19:07:15.078095,2024-05-14 22:07:15.078095,3,90
511,1,4,4,1,2025-02-10 19:07:15.078101,2025-02-11 01:07:15.078101,6,126
512,5,4,4,5,2024-06-14 19:07:15.078108,2024-06-15 06:07:15.078108,11,102
513,4,3,6,8,2025-04-15 19:07:15.078114,2025-04-16 07:07:15.078114,12,210
514,3,4,2,3,2025-02-11 19:07:15.078121,2025-02-12 03:07:15.078121,8,262
515,6,2,3,6,2024-12-31 19:07:15.078127,2025-01-01 03:07:15.078127,8,162
516,2,4,5,1,2024-12-20 19:07:15.078134,2024-12-21 00:07:15.078134,5,128
517,2,4,4,5,2024-08-14 19:07:15.078140,2024-08-14 20:07:15.078140,1,98
518,2,4,4,3,2024-10-03 19:07:15.078146,2024-10-04 06:07:15.078146,11,286
519,3,2,7,3,2024-09-19 19:07:15.078155,2024-09-20 03:07:15.078155,8,205
520,4,2,5,1,2024-08-27 19:07:15.078162,2024-08-27 21:07:15.078162,2,283
521,2,3,7,1,2024-11-22 19:07:15.078168,2024-11-23 03:07:15.078168,8,213
522,5,4,6,4,2024-09-27 19:07:15.078175,2024-09-28 04:07:15.078175,9,148
523,1,1,6,6,2024-11-05 19:07:15.078181,2024-11-05 20:07:15.078181,1,79
524,5,3,6,6,2024-09-30 19:07:15.078188,2024-10-01 06:07:15.078188,11,176
525,5,4,1,1,2025-01-06 19:07:15.078194,2025-01-06 22:07:15.078194,3,101
526,3,2,2,5,2025-04-11 19:07:15.078201,2025-04-12 04:07:15.078201,9,268
527,4,4,7,3,2024-05-05 19:07:15.078207,2024-05-06 06:07:15.078207,11,258
528,4,4,8,6,2024-09-24 19:07:15.078216,2024-09-25 02:07:15.078216,7,98
529,1,4,4,6,2024-08-28 19:07:15.078227,2024-08-28 20:07:15.078227,1,85
530,1,4,2,5,2025-01-15 19:07:15.078239,2025-01-16 02:07:15.078239,7,244
531,1,4,1,5,2024-04-20 19:07:15.078256,2024-04-20 23:07:15.078256,4,180
532,6,1,5,5,2024-09-16 19:07:15.078262,2024-09-17 01:07:15.078262,6,280
533,5,4,3,7,2025-01-10 19:07:15.078269,2025-01-11 07:07:15.078269,12,110
534,3,4,7,6,2024-09-02 19:07:15.078276,2024-09-03 01:07:15.078276,6,88
535,2,1,4,5,2025-01-08 19:07:15.078282,2025-01-08 20:07:15.078282,1,209
536,2,1,7,8,2025-03-02 19:07:15.078288,2025-03-03 07:07:15.078288,12,74
537,5,3,3,1,2024-10-06 19:07:15.078298,2024-10-07 07:07:15.078298,12,85
538,5,4,1,7,2024-09-01 19:07:15.078304,2024-09-02 04:07:15.078304,9,84
539,2,2,4,6,2025-04-04 19:07:15.078310,2025-04-05 02:07:15.078310,7,132
540,5,1,7,5,2024-11-01 19:07:15.078316,2024-11-02 04:07:15.078316,9,105
541,6,3,8,5,2024-08-19 19:07:15.078322,2024-08-20 04:07:15.078322,9,238
542,5,2,2,4,2024-12-13 19:07:15.078329,2024-12-14 00:07:15.078329,5,138
543,5,3,7,7,2025-03-12 19:07:15.078340,2025-03-13 04:07:15.078340,9,188
544,4,3,2,5,2024-07-23 19:07:15.078351,2024-07-24 07:07:15.078351,12,213
545,1,4,5,4,2024-07-02 19:07:15.078362,2024-07-03 05:07:15.078362,10,163
546,3,4,7,4,2025-01-02 19:07:15.078370,2025-01-02 23:07:15.078370,4,234
547,3,4,4,2,2025-04-18 19:07:15.078376,2025-04-19 04:07:15.078376,9,59
548,2,4,1,4,2024-04-26 19:07:15.078383,2024-04-27 06:07:15.078383,11,101
549,5,4,4,1,2024-05-11 19:07:15.078389,2024-05-12 00:07:15.078389,5,225
550,2,3,5,5,2024-05-09 19:07:15.078396,2024-05-10 03:07:15.078396,8,154
551,4,2,6,1,2025-02-19 19:07:15.078402,2025-02-20 04:07:15.078402,9,94
552,2,2,4,6,2024-11-13 19:07:15.078408,2024-11-14 05:07:15.078408,10,63
553,6,3,1,7,2024-11-30 19:07:15.078415,2024-12-01 07:07:15.078415,12,77
554,1,2,7,4,2024-11-22 19:07:15.078421,2024-11-23 02:07:15.078421,7,125
555,4,4,1,3,2025-01-08 19:07:15.078431,2025-01-09 01:07:15.078431,6,66
556,4,4,4,5,2024-07-12 19:07:15.078437,2024-07-12 21:07:15.078437,2,126
557,4,4,8,2,2024-07-25 19:07:15.078443,2024-07-26 05:07:15.078443,10,74
558,3,3,7,4,2024-10-01 19:07:15.078450,2024-10-02 04:07:15.078450,9,81
559,5,2,1,7,2025-02-15 19:07:15.078456,2025-02-15 21:07:15.078456,2,239
560,5,1,1,4,2024-11-28 19:07:15.078463,2024-11-28 21:07:15.078463,2,270
561,4,4,8,2,2024-05-05 19:07:15.078470,2024-05-06 03:07:15.078470,8,219
562,2,2,8,2,2025-03-20 19:07:15.078477,2025-03-21 00:07:15.078477,5,62
563,1,1,5,8,2025-01-13 19:07:15.078484,2025-01-14 03:07:15.078484,8,243
564,5,2,8,2,2025-02-11 19:07:15.078490,2025-02-11 22:07:15.078490,3,50
565,1,2,3,6,2024-06-13 19:07:15.078497,2024-06-14 01:07:15.078497,6,277
566,3,3,3,2,2024-10-04 19:07:15.078503,2024-10-05 03:07:15.078503,8,245
567,5,1,2,2,2024-11-08 19:07:15.078509,2024-11-09 05:07:15.078509,10,263
568,5,3,8,2,2024-05-06 19:07:15.078515,2024-05-06 23:07:15.078515,4,79
569,5,3,6,6,2024-06-01 19:07:15.078522,2024-06-02 06:07:15.078522,11,282
570,6,2,3,5,2025-03-03 19:07:15.078528,2025-03-04 01:07:15.078528,6,158
571,5,2,5,7,2025-01-09 19:07:15.078534,2025-01-10 01:07:15.078534,6,201
572,3,1,7,8,2025-01-09 19:07:15.078540,2025-01-10 02:07:15.078540,7,169
573,5,3,6,2,2025-03-23 19:07:15.078558,2025-03-23 22:07:15.078558,3,167
574,6,3,2,1,2024-12-15 19:07:15.078564,2024-12-16 01:07:15.078564,6,122
575,2,1,8,2,2024-07-14 19:07:15.078571,2024-07-15 06:07:15.078571,11,280
576,6,3,4,3,2024-05-21 19:07:15.078578,2024-05-22 02:07:15.078578,7,80
577,2,2,2,7,2025-04-05 19:07:15.078584,2025-04-05 23:07:15.078584,4,151
578,1,3,6,1,2025-04-05 19:07:15.078590,2025-04-06 03:07:15.078590,8,142
579,5,3,5,3,2024-12-18 19:07:15.078596,2024-12-19 02:07:15.078596,7,171
580,6,4,7,6,2024-08-02 19:07:15.078603,2024-08-03 05:07:15.078603,10,140
581,1,4,6,7,2024-11-15 19:07:15.078609,2024-11-16 07:07:15.078609,12,225
582,3,4,3,7,2025-01-16 19:07:15.078615,2025-01-16 20:07:15.078615,1,187
583,4,4,4,7,2025-03-27 19:07:15.078622,2025-03-28 02:07:15.078622,7,74
584,4,4,7,8,2024-05-05 19:07:15.078628,2024-05-06 07:07:15.078628,12,268
585,3,3,2,6,2024-04-30 19:07:15.078634,2024-05-01 06:07:15.078634,11,171
586,6,2,4,3,2024-06-06 19:07:15.078641,2024-06-07 02:07:15.078641,7,185
587,2,1,7,7,2024-11-29 19:07:15.078647,2024-11-30 06:07:15.078647,11,172
588,5,3,7,7,2025-02-16 19:07:15.078653,2025-02-17 05:07:15.078653,10,99
589,1,2,4,4,2024-06-26 19:07:15.078659,2024-06-27 00:07:15.078659,5,300
590,3,3,8,2,2025-01-08 19:07:15.078666,2025-01-09 07:07:15.078666,12,233
591,2,3,1,3,2024-09-17 19:07:15.078672,2024-09-17 23:07:15.078672,4,184
592,3,3,1,7,2024-07-11 19:07:15.078678,2024-07-11 22:07:15.078678,3,192
593,4,2,4,1,2024-08-02 19:07:15.078685,2024-08-02 20:07:15.078685,1,189
594,5,1,2,6,2024-09-26 19:07:15.078694,2024-09-27 01:07:15.078694,6,128
595,2,4,7,1,2024-08-20 19:07:15.078700,2024-08-20 23:07:15.078700,4,149
596,1,4,3,4,2024-10-28 19:07:15.078706,2024-10-28 20:07:15.078706,1,259
597,2,1,4,5,2024-12-16 19:07:15.078714,2024-12-17 00:07:15.078714,5,160
598,1,2,4,2,2024-08-14 19:07:15.078720,2024-08-14 21:07:15.078720,2,230
599,4,4,5,3,2024-09-02 19:07:15.078726,2024-09-03 05:07:15.078726,10,272
600,4,3,8,1,2024-11-10 19:07:15.078733,2024-11-10 22:07:15.078733,3,285
601,1,1,4,5,2024-05-05 19:07:15.078740,2024-05-06 05:07:15.078740,10,262
602,5,1,3,6,2025-03-16 19:07:15.078746,2025-03-17 01:07:15.078746,6,253
603,2,3,6,2,2025-04-18 19:07:15.078753,2025-04-19 01:07:15.078753,6,176
